ss	seed	unique	Min Helix	Generation
.(((.((((((((.....)))((((...))))((((...(((((((...)))((((..(((((((((.............)))......))))))))))))))............)))).........))))).)))(((......))).	linearbp_onlyA	167	3	Uniform
((((((((............(((((....((((((....))))))...))))).))))..(((......)))......(((...(((.......)))((((...(((..((((((((...))))).))))))...)))))))....))))	linearbp_onlyA	120	3	Uniform
.(((((((...((((((((((...(((((((((((((((...)))).....)))))((((....(((.(((...))).)))))))(((..(((.....)))..)))..)))))).)))..(((...)))))))))))))......)))).	linearbp_onlyA	1786	3	Uniform
((((......(((((..((((...((((((((((((....))))).((((.....)))).((((...)))).))))))).))))..((((((....)))...))))))))..(((.(((....((((.....))))))).)))..)))).	linearbp_onlyA	4397	3	Uniform
(((.((((..((((((......))))))(((((.((((((.(((....(((...))).)))...)))((((((((.....))))..(((((((((....)))))...))))....))))..))))))))..(((.....)))))))))).	linearbp_onlyA	1783	3	Uniform
..(((..(((.((((.((((.(((.......)))))))(((((((......)))).))).))))...((((((.(((............)))....)))))).((((((((((...)))(((.....)))))).)))).))).)))....	linearbp_onlyA	660	3	Uniform
..(((((.......((((.......(((.(((..((((.........)))))))...(((.....(((...))).(((........)))...))).)))(((...)))))))...)))))..(((..((((.......)))).....)))	linearbp_onlyA	19	3	Uniform
......((((....((((.(((.(((((((.((((((.......(((....))))))))))))....((((..((((.(((.(((.....)))..))).)))))))).))))..(((.(((........))).))))))..)))))))).	linearbp_onlyA	3899	3	Uniform
..((((((..(((((((((((.((((....(((....(((...))).......))))))).))))))))(((..(((...)))..((((((.......)))...))).((((((....))))))..)))..))).....))).....)))	linearbp_onlyA	5	3	Uniform
(((.(((.(((.((((((...))).....)))(((.(((.......)))..))))))....(((((((.(((....))).......))))..(((......)))..)))))).(((((..........))))).)))(((.......)))	linearbp_onlyA	0	3	Uniform
...((((.....(((....))).....(((((.(((.....))))))))..)))).((((((.(((.(((.......((((((..(((.........(((...))).))))))....))).))))))...)))(((....))).)))...	linearbp_onlyA	100	3	Uniform
.....(((....(((...)))....((((.(((....)))..((((((......))).(((....((((((((..(((.....))).........)))))))))))))).)))).....((((..(((........)))..)))).))).	linearbp_onlyA	100	3	Uniform
.(((((....(((..((((((.((((....))))..)))(((.(((.((((...((((....)))).)))))))...)))....((((((((((((((...))))..))).(((...)))....))).))))......))).))))))))	linearbp_onlyA	1860	3	Uniform
(((......)))..(((..(((..(((((((...))).))))(((((((......)))))))))).(((....((((....))))((((..(((.(((.......)))..))))))).......)))...))).....((((...)))).	linearbp_onlyA	43	3	Uniform
...(((.......((((((..((((((((...)))).)))))))....((((((...)))(((((((((((...))).(((.((((.....)))))))(((...(((((...))))).(((...)))))))))).)))).)))))).)))	linearbp_onlyA	0	3	Uniform
...(((((((..(((.((((((.(((...(((((((...)))((((((.((((.(((......))).))))))))))....))))...(((.....(((............)))..)))...))))))...))).)))...))).)))).	linearbp_onlyA	2310	3	Uniform
...(((...)))(((..(((.((((...))))(((((((...))))..(((...)))...(((..........))).....)))...........))).((((...)))).(((((.(((.(((...)))......))).))))).))).	linearbp_onlyA	48	3	Uniform
..(((.((((.....(((.((((((((...)))).))))(((.....)))...))).))))....((((...((((((.(((((...)))))))).)))(((...)))((((.....(((.......)))......))))..))))))).	linearbp_onlyA	806	3	Uniform
(((.((((((((((((((.(((.....)))(((((.(((((.((((..((((((.(((((((...))))....)))..))).)))))))))))))))))..)))).)))))..........)))))...(((((......))))).))).	linearbp_onlyA	2979	3	Uniform
.(((......)))..((((((((.(((((((.....))))))).....)))).((((..(((.(((.......((((....)))).(((((((.......)))).)))..))).....)))(((......))).......))))))))..	linearbp_onlyA	92	3	Uniform
((((((((...)))).(((......)))((((((.(((.(((.....(((((.((((.....))))....))))).))).)))))).(((....)))...))).(((((((.(((...)))))))..)))((((...))))....)))).	linearbp_onlyA	84	3	Uniform
(((((((..(((((((..((((((...))).))).(((((((..((((.....(((((..(((.....))).))))).))))..)))...)))))))...))))..))))(((...(((.....(((((...)))))))).))).)))..	linearbp_onlyA	1270	3	Uniform
(((((((..(((....))))))).(((...))).(((....(((((.(((......)))..(((....)))....)))))..))).(((...))).....(((....))).(((....))).))).(((.(((((....)))))..))).	linearbp_onlyA	1269	3	Uniform
....(((...)))(((((((((..((((((((((((((...(((.....(((((((......)))))))))))))))))((((((((....)))).)))).(((..(((...)))..))).......)))))))..)))))).)))....	linearbp_onlyA	3727	3	Uniform
..(((....)))..((((.(((((...((((.........)))).((((.(((.....((((.....))))(((.......)))........))))))).)))))..))))(((((((..........)))(((((....))))))))).	linearbp_onlyA	1566	3	Uniform
(((((((((((.((((.......((((...(((....))).((((...(((.......)))))))))))..........))))))))).))).)))..(((.((((((.((((((....(((......))))))))).)))..))).)))	linearbp_onlyA	3586	3	Uniform
((((((.......)))....(((...)))....(((((.(((.((((...)))).))).....)))))(((((.((((..((((((.....)))))).))))...(((..((((....))))))).))))).)))...(((....)))..	linearbp_onlyA	3672	3	Uniform
..(((.....(((..(((......(((((((......))))..((((((....))))))))))))))).)))..........(((((...((((..(((..((((.....)))).(((...))).)))(((....)))...)))))))))	linearbp_onlyA	21	3	Uniform
((((((....(((........(((........)))..)))..((((((((((((....))))))...)))))).)))(((.(((...(((((((((((.....((((.(((....)))))))..))))....)))).))).)))))))))	linearbp_onlyA	0	3	Uniform
.(((....)))((((...))))(((.........)))((((.((((..(((((((..(((.(((...)))..(((.(((...(((.(((...))).)))....)))...)))....))).....))))..))).))))...)))).....	linearbp_onlyA	564	3	Uniform
....((((((.....(((.(((...)))))).)))...)))...((((((...(((...........(((((.(((((((((((.......))).(((....)))....)))))...)))....)))))....))).....)))...)))	linearbp_onlyA	233	3	Uniform
(((...(((...)))..)))((((..(((..((((......)))).....(((.(((...)))))).......)))...(((.....))).......(((.((((....(((((....)))))))))(((.....)))...)))))))..	linearbp_onlyA	154	3	Uniform
..(((..(((...(((...(((..(((.....))).....)))..(((((((((.....))))))(((((((.(((((((....))).((((((...))).))).))))))))..)))))).))).)))(((((......)))))..)))	linearbp_onlyA	2	3	Uniform
(((((((.(((((((((((((.....)))))(((.....)))...(((....))))))(((((((((.(((..((((((....)))...)))...)))...))).)))..(((((((...)))))))...)))...))))).)))).)))	linearbp_onlyA	23	3	Uniform
...((((((.((((((((((.(((...)))...((((((((((....(((.....))).(((.((((...............))))))).))))))...(((...)))..))))))).)))..))))..))).......)))........	linearbp_onlyA	277	3	Uniform
..((((((..(((.......)))........))).....((((.(((...))).))))((((........(((.((((...)))))))((((((((.(((....)))))))..))))((((((....))))))))))........)))..	linearbp_onlyA	18	3	Uniform
((((.(((..((((.(((..((((....((((((((.....))))....))))......))))..((((....))))))).(((..(((((.(((.........)))))))))))))))((((((.......))))))....))).))))	linearbp_onlyA	308	3	Uniform
...(((((((((...)))))))))(((((...((((((...)))..(((.((((((.....(((.......))).)))..(((((((((((.(((......)))))))).))))))..))).((((...)))).))))))..)))))...	linearbp_onlyA	0	3	Uniform
((((...(((.((((.....(((...(((((.(((.........)))))))).......)))))))...))).(((((.........))))).(((.((((....)))).....(((.(((.......)))..)))...)))....))))	linearbp_onlyA	10	3	Uniform
((((.(((....((((.....(((((((.((((...((((........)))).(((.(((...)))....))).)))))))))))))))(((.(((.(((.....((((..(((...)))..)))))))...))).))).)))...))))	linearbp_onlyA	1689	3	Uniform
.(((((((((((...)))).))).(((...(((.....(((.(((....)))...((((((..(((.((((.(((...))).))))..(((.......))).))))))...))).(((.(((((...))))))))..)))))))))))))	linearbp_onlyA	52	3	Uniform
((((....(((.(((.(((..((((((...((((((((((......))))))))))))))))..)))))).(((.(((.(((.....))).)))(((..(((.((((...))))...)))(((.......))))))))).)))))))...	linearbp_onlyA	3	3	Uniform
(((.(((.((((....(((((..(((..(((...)))..))))))))))))(((......(((...((((.....)))).......)))...........)))..)))))).(((....))).(((.((((((.......)))))).)))	linearbp_onlyA	14	3	Uniform
((((((((((((....)))))..)))...((((.(((....(((....(((....))).)))(((..((((....((((.(((....))).((((...))))..)))).))))..)))...((((((....))))))))).)))).))))	linearbp_onlyA	2452	3	Uniform
(((((((((((..(((....)))(((..(((((...(((....)))...)))))...))).)))....))))..(((.....)))........))))..(((((..(((..(((((..(((((((...))))))).))))))))))))).	linearbp_onlyA	3740	3	Uniform
(((........))).(((.(((.........(((.(((.(((((...))))).(((......(((.......(((....))))))))).)))...)))......))).)))......(((....((((...(((......))))))))))	linearbp_onlyA	453	3	Uniform
.......(((((((..(((((((((((...(((......)))..(((((((.....))))...))))))..)))).))))(((((((.(((.((((.(((.......)))))))...))))))).))).)))).((((....))))))).	linearbp_onlyA	2257	3	Uniform
..(((.((((((((.(((.....))).))).(((.((((((.....))).(((((((((((......((((.....(((....)))..))))...))))).)))))).))))))(((.(((...))).))))))))(((....))).)))	linearbp_onlyA	24	3	Uniform
.((((.(((.....(((...(((...((((....((((((....(((....(((....)))))))))...(((..((((.....))))....)))....))).....(((((((...)))))))))))..)))..))).)))))))....	linearbp_onlyA	84	3	Uniform
(((((((...)))(((.....)))..(((..(((.(((((...(((..(((((....(((.....))).)))))..)))..)))))...)))..((((......(((....))).....)))).((((((....)))...))))))))))	linearbp_onlyA	25	3	Uniform
(((.((((((((......))))...((((((((.(((((.(((((....)))))...(((...(((...))).))))))))....(((........((((((....)))...)))))).))).))))).(((....)))))))....)))	linearbp_onlyA	144	3	Uniform
...(((....(((((((((..(((((((....(((((.(((((((((....)))....))).((((((...)))....))).)))..(((...))).)))))))))))).((((.(((....))).))))))).)))..)))..)))...	linearbp_onlyA	24	3	Uniform
.((((..(((..((((...)))).)))...))))...(((.(((..((((((((((......)))))..)))))......((((((...))).))).)))..)))((((((((..(((.......(((...)))))))))).))))....	linearbp_onlyA	1262	3	Uniform
.(((..(((..(((((..(((...((((...(((((((((...)))))(((((((.((((...)))).....))))(((..(((.....)))....))).......((((...))))..))).))))))))...)))))))).))).)))	linearbp_onlyA	34	3	Uniform
.....((((((.(((...(((......))).....((((.....))))....)))........)))......))).(((....(((((((.(((...)))..))).(((((...))))).))))(((.(((....))).))).....)))	linearbp_onlyA	51	3	Uniform
.((((.(((.(((......((((((.((((...)))).(((.......))))))(((.(((...)))....(((((((.....)))....))))..))).)))...(((...)))(((...)))))).....)))...........))))	linearbp_onlyA	0	3	Uniform
......(((((((((...)))..)))((((((.(((.(((..((((......(((((((...))))...)))..))))..))).)))......)))(((...)))........(((((...(((((....)))))))))))))..)))..	linearbp_onlyA	3	3	Uniform
.((((.......)))).(((((((...((((((...))))))(((.(((((((...))).(((..(((((.......)))))....))).....))))...)))..))))..)))..(((.((((...))))((((.......)))))))	linearbp_onlyA	9	3	Uniform
.((((...))))(((.((((..((((((....)))...)))......))))....)))((((((...(((...)))...))).........)))...(((.((((...(((......))).....(((........))).)))))))...	linearbp_onlyA	155	3	Uniform
(((.((((....))))))).(((.(((((...(((...)))...(((..(((.(((......))).....)))..)))..))))))))(((.........(((...))).((((((.....))))))..)))....(((.....)))...	linearbp_onlyA	2457	3	Uniform
..(((...)))(((.(((((((....(((((((...))).))))..))).(((.(((...))).)))...))))..(((..(((((....))))))))..(((((.(((.(((((...)))))))).))))).)))...(((...)))..	linearbp_onlyA	581	3	Uniform
(((..((((((((((((.((((..(((....)))))))...)))..)))......)))...(((...))).(((......)))..))).))).((((..((((((((...))))(((......)))..(((....)))..))))))))..	linearbp_onlyA	609	3	Uniform
.((((..(((.(((((((((....)))(((((.(((((....)))))))))))))..)))....((((...((((((((...((((.....(((((((((...)))..))))))))))..))))......))))))))))).....))))	linearbp_onlyA	273	3	Uniform
((((.(((...)))...(((....(((..(((((((....((((..........))))..)))).))).....(((...)))..))))))..))))....(((.(((..(((((((....)))))))..))).)))(((........)))	linearbp_onlyA	626	3	Uniform
(((.(((((.....)))))..((((((.(((.(((..((((..(((.((((((((....)))))..))))))))))...))).)))..))).))))))........(((...........)))....(((...(((.....)))...)))	linearbp_onlyA	2466	3	Uniform
((((...((((((((((((.(((.(((....)))...((((((..((((((..(((....)))..)))..)))...))).)))...(((....)))(((....)))))))))))))))......(((...(((...)))))).)))))))	linearbp_onlyA	1440	3	Uniform
.(((((.(((..(((((((((((((...)))).....)))(((...(((..((((...((((.....))))))))))))))..)))...(((...))))))..))).)))))((((.((((((...)))))).(((....)))))))...	linearbp_onlyA	2	3	Uniform
.((((..(((.((((....)))))))(((((.....)))))......((((..((((.(((.(((..(((...)))(((.............))))))))).))))....(((.....))).(((.(((....)))..))))))).))))	linearbp_onlyA	2142	3	Uniform
..((((((..........)))......)))..........((((.((((((...))))))(((((((((((((((....)))))).))).))).(((((..(((...)))(((............))))))))..))).......)))).	linearbp_onlyA	28	3	Uniform
((((...((((((.(((.((((((.(((((...)))))......))).)))..)))(((...(((...))))))..(((.....))).((((((......)))...))).(((..(((......))).)))..)))....))).))))..	linearbp_onlyA	952	3	Uniform
.((((.(((.......)))(((((((((((.....))))..))))(((.(((...(((.........))).))))))...(((((....))))).))).)))).(((..(((....(((............))).))).........)))	linearbp_onlyA	11	3	Uniform
.(((((((...(((((((((...))).)))...)))..((((((((.(((((..((((...(((.......))).......)))).)))))...)))).((((...))))....(((...)))...)))))))..))))(((.....)))	linearbp_onlyA	1638	3	Uniform
((((((......)))...(((.(((((.((((((((....)))(((((((...((((...)))).)))..(((.(((((....)))))..))))))))))))........))))).((((((((((...)))...)))).))).))))))	linearbp_onlyA	3	3	Uniform
(((.......(((...(((.......)))...)))(((((.((((((((((...))).(((......))).....))))((((.....)))).........))).))))).(((((....)))))......(((.(((...)))))))))	linearbp_onlyA	2425	3	Uniform
.(((.(((...(((((.((((((.((((...))))...))).....))))))))((((......)))).....))))))..(((.((((((((.(((.((((...))))))).......((((.....)))).))))..)))).)))...	linearbp_onlyA	4783	3	Uniform
(((((((((....))).......)))(((....(((.....))).(((.........(((((((..((((.(((.........)))))))..))).))))...((((((...)))...)))...)))...))))))((((.....)))).	linearbp_onlyA	1	3	Uniform
.....(((((((...(((..(((..(((...)))......(((....))).)))(((((((((((..(((........))))))..(((((...)))))))).......)))))...(((((......))))).))).)))...))))..	linearbp_onlyA	43	3	Uniform
.(((.((((((.....))).((((((.(((......))))))))).(((((((.(((.(((...(((...)))..))).(((........))))))))))..))).))).....)))..((((....(((.(((...)))))).))))..	linearbp_onlyA	336	3	Uniform
...(((.(((((..(((.((((....(((..((((((...)))..(((...))))))..)))))))((((((.((((...))))))).(((...(((.....)))))))))..(((((((.....))))..)))..))))))))..))).	linearbp_onlyA	32	3	Uniform
..((((((...(((..(((.....((((..((((..(((((....)))))))))..)))).((((((......)))..)))((((.(((.(((...))))))))))..(((((....(((....)))))))).))).)))....))))))	linearbp_onlyA	3948	3	Uniform
.(((.......(((...(((....)))...))))))(((..((((.(((((((.(((...))).)))))))(((...)))..(((((((((.(((......))).)))....))).))).(((((.(((....))))))))))))..)))	linearbp_onlyA	1208	3	Uniform
(((.(((.....((((.((((((((((((((.....(((((((.....))))...)))...))).)))..))))((((.(((...)))))))...))))((((.......)))))))))))....(((..........)))..)))....	linearbp_onlyA	367	3	Uniform
((((..((((((((((..........((((.((((.(((.........))).)))).))))((((((...)))..)))..)))..)))).)))..(((.............))))))).(((((((....))))....(((...))))))	linearbp_onlyA	59	3	Uniform
(((.......(((((.(((...(((...((((....)))).)))..((((((.(((....((((((((((........))))..))))))..(((...))).....))))))(((.....))).))).......))))))))....))).	linearbp_onlyA	78	3	Uniform
....(((((((..(((.(((............)))(((.((((((..(((..(((((((...)))....)))))))))))))((((((...((((......)))).)))...)))..(((((....)))))))))))..)))..))))..	linearbp_onlyA	94	3	Uniform
....(((((((....((((((..(((..(((........)))..)))..(((((......(((((((.(((.((((((....)))...)))..)))...((((....)))).)))).....)))....)))))..)))))))))))))..	linearbp_onlyA	3923	3	Uniform
..((((.((((...))))..))))((((((.(((((...))))).......)))....(((...))).)))..(((.........(((..(((...))).....(((...)))(((.(((....)))..........))).)))...)))	linearbp_onlyA	1	3	Uniform
..(((((((....(((...((((.....(((..((((.(((...(((........((((((...(((((....))))))))......))))))..)))....)))))))(((...........))).))))..)))...)))))))....	linearbp_onlyA	24	3	Uniform
...(((((((((((((.....)))...))))))))))......((((....))))(((..(((....(((((((.((((((((......)))..))))).((((.((((...)))).......)))).)))....)))))))))).....	linearbp_onlyA	1783	3	Uniform
.(((...)))....((((...(((((((........(((...)))))).)))).))))((((((..(((....((((...))))..))).(((...(((((((((((...)))...))).((((.....)))))))))..))).))))))	linearbp_onlyA	565	3	Uniform
(((.(((..(((....)))....(((((........)))))....)))(((..((((.(((....))).))))..((((((..(((((((..(((......)))......))))(((.((((...)))).))))))))))))))))))..	linearbp_onlyA	7	3	Uniform
.(((((....(((.(((.(((..(((((((......)))).(((.((((.....)))).(((.....(((......(((.(((.(((...))).......))).))))))..))).....)))..)))..)))....))))))..)))))	linearbp_onlyA	168	3	Uniform
(((.((((((((...))).))))).)))..........(((.((((((...((((((..(((...))).(((...(((.(((.....)))........))).......)))...)))))).(((((((...))).)))).))))))))).	linearbp_onlyA	11	3	Uniform
..((((((((((.(((((((((.((((.(((((.(((......))).)))))(((((...)))))))))))).)))....(((.(((...((((...))))..(((....))).......))).)))..))).)))..)))..))))...	linearbp_onlyA	3648	3	Uniform
(((((((.(((......)))...(((....)))..(((((((.(((............)))(((((...))))).)))))))...(((((((.......((((...)))))))...........)))).)))))))...(((.....)))	linearbp_onlyA	672	3	Uniform
.....(((...((((((.....(((...)))))).))).(((...(((((....))))))))....(((((....)))))((((...))))....)))(((...(((...)))..((((((.(((((.......))))).))))))))).	linearbp_onlyA	1299	3	Uniform
(((.......(((..........(((..(((....)))..((((((((((....)))......)))(((((.....)))))))))...(((...))).)))))).))).(((..(((((((((((.......)))))..)))..))))))	linearbp_onlyA	0	3	Uniform
...(((.(((((((((.(((...(((...((((.(((...))).))))))).(((((((..((((....))))(((.(((..(((((...))))))))....)))(((....))))))).........)))))).)))))))))...)))	linearbp_onlyA	2	3	Uniform
(((.((((((.....(((....)))...)))...((((((.(((...)))..)))..........(((.......)))...(((...))).)))(((.(((.....(((((.((((....))))..))))).)))))).....)))))).	linearbp_onlyA	325	3	Uniform
...(((....((((.(((((((.....(((((((((......(((((((((((((((..........))).))).))))))))).)))....)))..))).)))).)))))))((((..........(((....)))..))))....)))	linearbp_onlyA	14	3	Uniform
.(((..(((((((.(((...(((((((...))))(((.....))).((((((.(((...))))))..((((((..(((.(((...)))))))))))).((((.....))))))).)))..)))..))))..(((....)))))))))...	linearbp_onlyA	170	3	Uniform
.(((((.(((...))))))))((((....(((....)))....((((.(((..((((...)))).((((.(((...))).)))).)))......))))))))..(((((((.(((...)))))))..)))(((((((...)))...))))	linearbp_onlyA	12	3	Uniform
..((((.....(((...))))))).(((......)))(((........(((..........(((.......)))(((...(((...((((((.((((....))))))).))).))).(((...))).......)))..))).))).....	linearbp_onlyA	208	3	Uniform
((((((((((....))))...((((....((((...((((..((((((((.((((...))))(((((...))))).))))...))))...))))..(((.(((.(((.....))).))))))....))))))))))).......)))...	linearbp_onlyA	253	3	Uniform
((((....(((((((....))))..))).(((.....)))..(((((((...)))).(((...)))(((......)))...((((((......(((.((((((.....))).)))...))))))..(((......)))))))))))))..	linearbp_onlyA	11	3	Uniform
....(((.(((((((((((.(((....))).....))).((((((.....((((......))))...)))....)))..))))...(((....))))))).))).....(((((((((.(((....)))))))).(((....))))))).	linearbp_onlyA	293	3	Uniform
...(((((...(((...(((..((((((....((((.(((((((((.....))))))(((((.(((...........))).)))))..))).)))).)))(((((((...)))(((...))).))))..))).....)))))).))))).	linearbp_onlyA	31	3	Uniform
.(((((((...(((.(((((..(((.(((((((((..((((.....(((....)))))))...)))))).))))))..)))))....(((((((((.(((((....))))).))).)))..)))....((((...)))).))))))))))	linearbp_onlyA	4849	3	Uniform
.(((((((((.(((....(((..(((........)))....)))....(((...)))......))).)))).(((((((...(((((((((((((....))).))).(((((((.....))))..)))))))..)))))))))).)))))	linearbp_onlyA	863	3	Uniform
((((((....))).)))......(((((((((((((((.((((((.......)))))).)))(((.....))).))))...)))).((((.((((..(((.......)))...))))..)))).......((((......)))).)))).	linearbp_onlyA	4305	3	Uniform
(((..(((..(((..(((.(((..(((.(((((.........))))))))..)))...((((..((((.(((((.......)))))...))))..)))).((((...))))(((...))))))(((...))).......))).))).)))	linearbp_onlyA	29	3	Uniform
.(((...(((((..((((.(((.(((.....)))))).)))))))))(((.........)))....)))((((((((...(((.((((((((((...))).)))..))))))).))))((((((((.......)))))..)))...))))	linearbp_onlyA	1638	3	Uniform
(((..(((((((.....)))).))).....)))..((((....))))((((((.......(((.....(((((((((....)))))))))(((.(((((.............))))).........)))(((...))))))))).)))..	linearbp_onlyA	0	3	Uniform
((((.(((...))).(((.((((((((.(((...))).)))))...))).......)))..(((...(((.(((((.....))))).........)))((((...))))...(((...)))..)))))))..(((((.......))))).	linearbp_onlyA	5	3	Uniform
.....(((...((((.(((..(((.(((...((((...))))...(((((....)))))...))))))....)))))))(((...)))..)))(((...(((((((((((....))).........(((...)))))).))))))))...	linearbp_onlyA	882	3	Uniform
.((((.(((........(((.(((....(((.((((((.....)))...))).))).))))))....(((.((((((((((...((((((...))))))...............)))))).)))).))).))).(((....))).)))).	linearbp_onlyA	541	3	Uniform
((((.(((..((((....))))...)))((((((...)))....((((((((...(((((((((((((....)))))))(((....)))((((.......))))))).))))))....(((.........))).)))))..)))))))..	linearbp_onlyA	40	3	Uniform
.......((((((((.(((.((((((..(((.....)))(((......))).....))))))))).....)))(((.((((((....((((.....)))).....)))......)))......)))..(((....)))......))))).	linearbp_onlyA	27	3	Uniform
.......(((((((((((...))))).....)))......(((.....((((.......)))).(((.(((....)))....(((...)))((((((.((((.....................)))).....)))...))))))))))))	linearbp_onlyA	1	3	Uniform
((((((.(((..((((((.(((.....))).....)))((((.....)))).((((......)))).)))...))))))(((...)))..))).(((...(((...)))...((((((...)))........))))))(((....)))..	linearbp_onlyA	14	3	Uniform
((((.((((.(((((.((((((((...)))...........))))).........(((.....)))))))).....))))...(((.(((...((((....))))..(((...(((..(((((....)))))))))))))))))))))..	linearbp_onlyA	631	3	Uniform
.(((((((......(((..(((.(((.(((...((((..........))))..)))..)))))).((((...(((...)))(((...))).((((...)))).((((((.....)))..)))...))))...))).......)))).)))	linearbp_onlyA	2011	3	Uniform
(((.((((((((........)))((((.(((...)))..((((.(((...))).....)))).(((((((...)))...(((....)))(((.((((((...)))))).((((.....)))))))..)))))))).......))))))))	linearbp_onlyA	40	3	Uniform
((((.(((..(((.(((........))).(((.(((......)))...((((...)))).)))...(((.......)))...((((....(((.......(((....)))(((((.......))))))))))))....)))..)))))))	linearbp_onlyA	461	3	Uniform
......((((((((((.((((((...)))))).(((...((((((..((((...(((((.((((....))))(((...)))..))))).))))...))).)))((((((..((((....))))))).))))))..))).)))...)))).	linearbp_onlyA	305	3	Uniform
....((((...(((.(((.........)))))).........((((((.(((.((((((((..(((...)))...)))))))))))))).))))))).(((((..((((((((((....(((...)))))))).)))))......)))))	linearbp_onlyA	4689	3	Uniform
.(((....)))(((((((.((((((....((((....)))).)))(((...))).(((.(((((......))))).)))....(((...)))..))).)))((((((...)))(((...)))..((((....)))).....))).)))).	linearbp_onlyA	11	3	Uniform
(((.....(((.(((.....((((((........(((.........)))..(((.....)))((((...((((.(((...)))......(((...))).)))).))))(((......))).)))...))).........))).)))))).	linearbp_onlyA	546	3	Uniform
......((((..((((.....((((((......))))))...))))......(((......(((((((....)))(((...)))(((....)))(((((((......)))..))))))))))).)))).((((...........))))..	linearbp_onlyA	121	3	Uniform
(((.((((...(((.........(((..(((....)))(((.(((((((.....)))......))))...)))))).....))).((((.(((......))).(((.(((.......))).)))(((.....)))))))))))...))).	linearbp_onlyA	37	3	Uniform
(((((((((((((....)))))).)))).(((((.(((.(((....))))))(((((.((((....(((...))).))))((((....))))...)))))(((((....))))).)))))...(((....)))...)))...........	linearbp_onlyA	3437	3	Uniform
(((......)))((((...(((.(((....))))))))))((((..(((.((((...))))(((((..........((((....))))..)))))(((...(((.((((...(((...))).)))).))))))...))).))))......	linearbp_onlyA	2222	3	Uniform
.(((..((((....(((((......)))))))))..)))....((((.(((.....)))...(((..(((..((((((.......))).))))))....)))..))))(((((...(((.(((((......))))).))).)))))....	linearbp_onlyA	2028	3	Uniform
.....((((...((((((((((..((((....)))))))).....((((((...))).))).)))..))).((((.....(((....(((...))).((((((...)))))))))..))))...(((...(((.....))).))))))).	linearbp_onlyA	1864	3	Uniform
(((...((((..(((........(((.(((..((((((...........(((((((((((.....)))....)))....))))).))).))))))...........)))...)))))))..(((((((...)))....))))....))).	linearbp_onlyA	114	3	Uniform
((((..(((.((((((.(((((((...)))..)))).))))))))).....)))).(((((......(((((((.....(((...)))..)))).(((...((((((..(((....)))....))).))))))..))).....)))))..	linearbp_onlyA	1701	3	Uniform
..((((((....(((...)))..(((.((((((.....((((.(((...)))...))))))).....))).)))))).(((.....)))(((...)))...(((...))))))((((((((((.(((...)))..))))))....)))).	linearbp_onlyA	15	3	Uniform
.((((...((((((...))).(((.(((...)))..((((.(((.(((....))).)))...(((.......))).))))...(((..(((...))))))..(((((((.....))))))).))).(((....))).....)))..))))	linearbp_onlyA	94	3	Uniform
.(((((((.......)))))))((((.((((.(((((.(((..((((((.....))).(((...)))))).)))(((......(((.......))).....))).))))).))))..))))..(((...))).......((((...))))	linearbp_onlyA	282	3	Uniform
(((((((((..........(((((((((.((((..((((((....((((.......))))..))).)))(((.(((.....))))))......))))..(((...)))))))))........))).)))))(((......)))...))))	linearbp_onlyA	4	3	Uniform
...(((((....((((((.(((((((...((((....)))).)))).)))(((((.(((...)))...)))))(((......))).))).)))(((.......(((((((((....)))...)))(((...))).))))))....)))))	linearbp_onlyA	1	3	Uniform
(((.....))).((((((.((((((....)))))).....)))...)))...((((((....))))))((((...(((...(((...((((((((((..(((...)))....(((...)))..))).....))))))).)))))))))).	linearbp_onlyA	657	3	Uniform
.....(((((.........)))))((((....((((..(((((((((((((((((....))))))...(((((...))))))))....))))........(((....)))......)))).......((((.....)))))))).)))).	linearbp_onlyA	3461	3	Uniform
..(((((((((((.((((((((....((((((.....(((......(((.(((((((...))))(((......)))....)))..)))...........))))))...))))))))(((...)))....))))))).....))))..)))	linearbp_onlyA	3	3	Uniform
(((...((((..(((..(((...(((....)))......))).))).....((((...((((.....))))))))......))))...(((....)))))).((((......(((..((((((...)))..))).))).)))).......	linearbp_onlyA	739	3	Uniform
(((((((((...)))..)))..(((....))).....(((..(((((((.......))).((((....(((...(((..(((...))).((((...)))))))...)))...(((...)))...........))))..)))))))..)))	linearbp_onlyA	440	3	Uniform
...((((((((((....((((((((.......(((........)))..(((((.(((....)))...)))))...))).(((......))))))))(((..(((....))))))..))))))((((......)))).........)))).	linearbp_onlyA	210	3	Uniform
.(((.((((................(((((.(((((......)))))..))))).))))...(((....)))...)))(((...........(((....))).(((...)))..(((((.......((((......)))))))))..)))	linearbp_onlyA	211	3	Uniform
....(((((.(((...)))(((......((((.......)))).....))).(((((((((...((((((((((...))).....(((..(((...))).)))))))..)))))).((((......))))...))).....))).)))))	linearbp_onlyA	12	3	Uniform
...((((((((....)))).((((((((((((((..(((.......))).))))......)))).))).))).))))((((.......(((((((((((...)))))).)))))...(((.(((((....))))))))..))))......	linearbp_onlyA	4601	3	Uniform
(((((((.(((.......)))......)))))))....((((.(((.....(((.(((.....)))..((((((........)))....)))..))))))....(((.(((.(((...)))..))).))))))).(((((...)))))..	linearbp_onlyA	163	3	Uniform
((((((...(((.(((...)))))).((((((((...)))))...)))(((((((.(((.....((((.(((.....(((((((..(((...)))......)))).)))((((....))))..))).)))))))..))))))))))))).	linearbp_onlyA	2326	3	Uniform
